dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
saugeen/M/short,TSOrchestra-Toto2,388.1586087764017,388.1586087764017,12.184022193679052,0.7139625643369768,0.3508759990811987,0.3540008763880798,4.634577346265324,19.701741262548385,0.5915053773719166,0.3658008979784832,0.2917376182772127,Nature,1
saugeen/W/short,TSOrchestra-Toto2,977.6851717880106,977.6851717880106,14.085933849332736,1.1427947963330214,0.3367600438172923,0.3660113226260365,12.736890637306534,31.267957589008123,0.943849299922894,0.42519562605287,0.3501444861903199,Nature,1
solar/10T/long,TSOrchestra-Toto2,19.91719005473047,19.91719005473047,1.838066419461,0.804188130199961,3.5962783095478192,1.446720393185537,3.910665060094276,4.462867918136326,0.964577496263907,0.3972686481814668,0.2965226146985891,Energy,1
solar/10T/medium,TSOrchestra-Toto2,19.172247610727247,19.172247610727247,1.853543914073314,0.8094607892420391,3.580667619311313,1.451408340981203,3.672329549489078,4.378612521190616,0.971631539999486,0.4113087693811323,0.2955220285670401,Energy,1
solar/10T/short,TSOrchestra-Toto2,13.713019237286716,13.713019237286716,1.4612213093135842,0.6329651707135762,3.87166992239671,1.483963344929751,3.680854990423796,3.703109401204172,1.0772341051739305,0.4250691132937205,0.328823631730788,Energy,1
solar/D/short,TSOrchestra-Toto2,133024.90586508592,133024.90586508592,261.5123820134426,1.0200613806175949,1.1020283813286618,0.4375335880213644,4.609607168260209,364.72579544787607,0.5269045645834626,0.3777963321973736,0.2912902084380899,Energy,1
solar/H/long,TSOrchestra-Toto2,426.9303255998117,426.9303255998117,9.86986678845556,0.7499964776349314,4.279695037038955,1.3847585892207497,11.0782763687309,20.662292360718634,0.7163994186647469,0.3422063102248222,0.2927684907377811,Energy,1
solar/H/medium,TSOrchestra-Toto2,500.32352763410216,500.32352763410216,9.93287687325945,0.7572612693204098,3.7311119771428527,1.3872818810725422,9.01876498523013,22.367912902953243,0.8057444504180257,0.3578054176104051,0.299686382163387,Energy,1
solar/H/short,TSOrchestra-Toto2,554.6450362185868,554.6450362185868,9.971821677541392,0.7677411359897669,3.970854170008232,1.3892960077874636,6.285282210149296,23.55090308711296,0.8680941325452728,0.3675646686261582,0.2989424951889824,Energy,1
solar/W/short,TSOrchestra-Toto2,1301387.311951736,1301387.311951736,919.4788318108808,0.9996132760658452,0.2020604729666784,0.1817080143036089,5.199185203244426,1140.7836394127223,0.2328624618027075,0.1876886176779189,0.1467290187254457,Energy,1
sz_taxi/15T/long,TSOrchestra-Toto2,15.333361958000264,15.333361958000264,2.684216407388216,0.5065218717002019,6870432443075.772,0.3977366831025511,3.7497768709228807,3.9157836965287376,0.3624379450309795,0.2484462764311127,0.1970085243233355,Transport,1
sz_taxi/15T/medium,TSOrchestra-Toto2,16.127375597447354,16.127375597447354,2.738456541185628,0.5336670053983187,9703189422815.855,0.4031996272981997,3.686796539996617,4.015890386632503,0.3737456172083783,0.2548590802155784,0.2007365342638939,Transport,1
sz_taxi/15T/short,TSOrchestra-Toto2,16.44759054913057,16.44759054913057,2.698101440956263,0.5381207042807002,1094114775888.9812,0.3868830837745119,3.754348349979646,4.055562913965282,0.3792124905922826,0.2522840328212967,0.1982303640282824,Transport,1
sz_taxi/H/short,TSOrchestra-Toto2,7.071605744825162,7.071605744825162,1.8276900082395604,0.5565514885278614,1.0860999996969216,0.2923585690826062,3.841381395076968,2.6592490941664644,0.2477254690686602,0.1702606068745007,0.1337653303827827,Transport,1
temperature_rain/D/short,TSOrchestra-Toto2,176.4932937497484,176.4932937497484,5.731492841308561,1.343163340193031,30.11665499964816,1.4785610578627455,22.909784767538916,13.285077860131208,1.5640049130037903,0.6747482443858337,0.5611339239485836,Nature,1
us_births/D/short,TSOrchestra-Toto2,147839.63377513393,147839.63377513393,216.54784831918568,0.3187732935182432,0.0210670297484398,0.0206438872854244,2.6522099774229644,384.49919866643927,0.0360436798439421,0.0202996035954874,0.0166556472882576,Healthcare,1
us_births/M/short,TSOrchestra-Toto2,48694957.83121751,48694957.83121751,5911.500285464247,0.6682122884613261,0.0181898284253001,0.0184108907404517,4.305596289927915,6978.177257079208,0.0216741709838765,0.0183610795825521,0.0134239830041068,Healthcare,1
us_births/W/short,TSOrchestra-Toto2,1349527.843565859,1349527.843565859,890.6688435006954,0.8104316429654341,0.0120807748739065,0.0121070213893562,4.900005913745753,1161.691802314994,0.0157698523074035,0.0120907422165,0.0094733324133872,Healthcare,1
